E471  (6.25%)
1.0000000 0.0000000
0.9969900 0.0008500
0.9883100 0.0034400
0.9746300 0.0076300
0.9564900 0.0129300
0.9340700 0.0187800
0.9073700 0.0249200
0.8766000 0.0313500
0.8421700 0.0379700
0.8045300 0.0446100
0.7641400 0.0510800
0.7214400 0.0571200
0.6768100 0.0625200
0.6306500 0.0671200
0.5833400 0.0707700
0.5352700 0.0733900
0.4868100 0.0749400
0.4384000 0.0755000
0.3905200 0.0750800
0.3436800 0.0737200
0.2983300 0.0714300
0.2549300 0.0682600
0.2139100 0.0642500
0.1756600 0.0594600
0.1405400 0.0539700
0.1088800 0.0478500
0.0809500 0.0412100
0.0569500 0.0341700
0.0370700 0.0268800
0.0214100 0.0195300
0.0100200 0.0123800
0.0029200 0.0057300
0.0000100 0.0002300
0.0023900 -0.0034200
0.0107100 -0.0058000
0.0243900 -0.0073200
0.0434400 -0.0077700
0.0677700 -0.0072200
0.0972600 -0.0057400
0.1317100 -0.0034700
0.1708000 -0.0005900
0.2141700 0.0027000
0.2613200 0.0062100
0.3117100 0.0097500
0.3647200 0.0131600
0.4197100 0.0162700
0.4759700 0.0189400
0.5327900 0.0210500
0.5894000 0.0225200
0.6450700 0.0232800
0.6990200 0.0233000
0.7505400 0.0225600
0.7988900 0.0211200
0.8434100 0.0190200
0.8834600 0.0163500
0.9184400 0.0132200
0.9478300 0.0097500
0.9709600 0.0061000
0.9873000 0.0028700
0.9968700 0.0007200
1.0000000 0.0000000
