DAI 1238
1.0000000 0.0000000
0.9870500 0.0025460
0.9674760 0.0066100
0.9403460 0.0125860
0.9098900 0.0198470
0.8799810 0.0274550
0.8500820 0.0354480
0.8198100 0.0438420
0.7892470 0.0524390
0.7592780 0.0607210
0.7298390 0.0684700
0.7006950 0.0755650
0.6716450 0.0820210
0.6426060 0.0878420
0.6134880 0.0929990
0.5842600 0.0975310
0.5548950 0.1014290
0.5253960 0.1047240
0.4957940 0.1074280
0.4661270 0.1095370
0.4364630 0.1110730
0.4068590 0.1119850
0.3773280 0.1122550
0.3479100 0.1118810
0.3186580 0.1108230
0.2896120 0.1090520
0.2608230 0.1065250
0.2323690 0.1032370
0.2043780 0.0991230
0.1769560 0.0941380
0.1502910 0.0882490
0.1246030 0.0814110
0.1001960 0.0735990
0.0773980 0.0647880
0.0566870 0.0551430
0.0386840 0.0448890
0.0240050 0.0344910
0.0131330 0.0246430
0.0060340 0.0160370
0.0020700 0.0090220
0.0003170 0.0033950
0.0000410 -0.0011870
0.0007790 -0.0049670
0.0022800 -0.0080920
0.0047310 -0.0107360
0.0088150 -0.0131740
0.0160100 -0.0157210
0.0282610 -0.0181830
0.0468330 -0.0201630
0.0707060 -0.0212880
0.0980620 -0.0215990
0.1272810 -0.0212440
0.1575080 -0.0204140
0.1882800 -0.0192280
0.2193940 -0.0177690
0.2507490 -0.0161110
0.2822850 -0.0143110
0.3139620 -0.0124120
0.3457500 -0.0104520
0.3776320 -0.0084560
0.4095570 -0.0064530
0.4414210 -0.0044700
0.4732190 -0.0025240
0.5049510 -0.0006360
0.5366200 0.0011730
0.5682240 0.0028900
0.5997580 0.0044920
0.6312150 0.0059590
0.6625810 0.0072680
0.6938450 0.0083860
0.7249930 0.0092860
0.7559830 0.0099420
0.7867590 0.0103040
0.8172880 0.0103010
0.8475940 0.0098560
0.8777850 0.0089090
0.9081880 0.0074100
0.9393160 0.0053340
0.9669560 0.0030910
0.9868620 0.0012670
1.0000000 0.0000000
