MRC15
1.0000000 -0.0001000
0.9913050 0.0014600
0.9785700 0.0037040
0.9618630 0.0065790
0.9431400 0.0097850
0.9238690 0.0130730
0.9044680 0.0163660
0.8850290 0.0196570
0.8655940 0.0229420
0.8461870 0.0262080
0.8268130 0.0294420
0.8074730 0.0326290
0.7881650 0.0357560
0.7688840 0.0388130
0.7496270 0.0417860
0.7303920 0.0446650
0.7111730 0.0474400
0.6919600 0.0501030
0.6727420 0.0526500
0.6535150 0.0550820
0.6342800 0.0573970
0.6150440 0.0595900
0.5958100 0.0616570
0.5765800 0.0635920
0.5573550 0.0653900
0.5381320 0.0670450
0.5189120 0.0685530
0.4996940 0.0699100
0.4804780 0.0711110
0.4612660 0.0721540
0.4420590 0.0730330
0.4228590 0.0737460
0.4036700 0.0742870
0.3844960 0.0746510
0.3653400 0.0748320
0.3462080 0.0748240
0.3271030 0.0746180
0.3080310 0.0742060
0.2889990 0.0735810
0.2700150 0.0727310
0.2510900 0.0716450
0.2322350 0.0703090
0.2134660 0.0687070
0.1947990 0.0668230
0.1762580 0.0646350
0.1578720 0.0621200
0.1396860 0.0592530
0.1217570 0.0560000
0.1041660 0.0523250
0.0870250 0.0481880
0.0705040 0.0435580
0.0549100 0.0384460
0.0407580 0.0329660
0.0287480 0.0274270
0.0193750 0.0222390
0.0124990 0.0176140
0.0075820 0.0135110
0.0041170 0.0097970
0.0017840 0.0063450
0.0004330 0.0030760
0.0000000 0.0000100
0.0004500 -0.0030270
0.0019200 -0.0061190
0.0044800 -0.0091490
0.0082100 -0.0121630
0.0133740 -0.0153120
0.0204840 -0.0187380
0.0301650 -0.0224600
0.0427470 -0.0263240
0.0578070 -0.0300690
0.0744480 -0.0334810
0.0919650 -0.0364790
0.1099880 -0.0390750
0.1283390 -0.0413080
0.1469210 -0.0432200
0.1656740 -0.0448450
0.1845560 -0.0462140
0.2035380 -0.0473510
0.2226000 -0.0482750
0.2417280 -0.0490030
0.2609090 -0.0495510
0.2801350 -0.0499300
0.2993990 -0.0501530
0.3186950 -0.0502280
0.3380180 -0.0501650
0.3573650 -0.0499720
0.3767310 -0.0496540
0.3961120 -0.0492190
0.4155070 -0.0486710
0.4349120 -0.0480160
0.4543260 -0.0472560
0.4737470 -0.0463970
0.4931740 -0.0454400
0.5126080 -0.0443910
0.5320460 -0.0432510
0.5514890 -0.0420240
0.5709380 -0.0407140
0.5903930 -0.0393230
0.6098550 -0.0378560
0.6293270 -0.0363170
0.6488110 -0.0347100
0.6683070 -0.0330410
0.6878150 -0.0313170
0.7073330 -0.0295420
0.7268550 -0.0277210
0.7463860 -0.0258550
0.7659310 -0.0239490
0.7854970 -0.0220100
0.8050830 -0.0200450
0.8246870 -0.0180620
0.8443070 -0.0160670
0.8639380 -0.0140660
0.8835730 -0.0120620
0.9032060 -0.0100570
0.9228160 -0.0080530
0.9423050 -0.0060600
0.9612510 -0.0041170
0.9782380 -0.0023670
0.9911960 -0.0010230
1.0000000 -0.0001050
