NPL AIRFOIL FROM ARC CP 1372
1.0000000 0.0000000
0.9685200 0.0061600
0.9370500 0.0111300
0.9118700 0.0146400
0.9000000 0.0162000
0.8870700 0.0179100
0.8542800 0.0220800
0.8181100 0.0262200
0.7789100 0.0305100
0.7370200 0.0348900
0.6928900 0.0390900
0.6469200 0.0427700
0.5995500 0.0455500
0.5512400 0.0474000
0.5024900 0.0487300
0.4537300 0.0492500
0.4054200 0.0491300
0.3580600 0.0487000
0.3120900 0.0476200
0.2679600 0.0461800
0.2260700 0.0441700
0.1868700 0.0414000
0.1507000 0.0379300
0.1179100 0.0339800
0.0888100 0.0298100
0.0637300 0.0257300
0.0428400 0.0214900
0.0264200 0.0168700
0.0145400 0.0120000
0.0073600 0.0067600
0.0049800 0.0041100
0.0029900 0.0012200
0.0010000 -0.0043000
0.0000000 -0.0101500
0.0010000 -0.0150600
0.0029900 -0.0184100
0.0049800 -0.0201200
0.0073600 -0.0219000
0.0145400 -0.0258100
0.0264200 -0.0299500
0.0428400 -0.0338700
0.0637300 -0.0375700
0.0888100 -0.0408000
0.1179100 -0.0441300
0.1507000 -0.0471300
0.1868700 -0.0499100
0.2260700 -0.0529100
0.2679600 -0.0556600
0.3120900 -0.0573200
0.3580600 -0.0579600
0.4054200 -0.0570100
0.4537300 -0.0540300
0.5024900 -0.0493200
0.5512400 -0.0436300
0.5995500 -0.0373400
0.6469200 -0.0308800
0.6928900 -0.0246000
0.7370200 -0.0187000
0.7789100 -0.0136500
0.8181100 -0.0093500
0.8542800 -0.0059000
0.8870700 -0.0032500
0.9000000 -0.0024500
0.9118700 -0.0015600
0.9370500 -0.0004300
0.9685200 0.0002600
1.0000000 0.0000000
