MH 46  11.39%
1.0000000 0.0000000
0.9967100 -0.0002900
0.9866600 -0.0009800
0.9697600 -0.0015600
0.9463500 -0.0016400
0.9167800 -0.0009900
0.8814500 0.0006300
0.8408200 0.0036000
0.7957500 0.0084300
0.7475700 0.0152400
0.6974500 0.0236500
0.6464100 0.0332100
0.5954600 0.0433700
0.5455600 0.0531700
0.4968900 0.0613400
0.4489500 0.0674100
0.4016400 0.0716300
0.3553100 0.0741500
0.3103000 0.0751000
0.2670500 0.0745700
0.2259300 0.0726600
0.1873700 0.0694500
0.1517000 0.0650100
0.1192600 0.0594600
0.0903300 0.0528800
0.0651300 0.0454200
0.0438600 0.0372400
0.0266300 0.0285600
0.0135600 0.0196300
0.0046400 0.0108000
0.0000000 0.0026800
0.0006600 -0.0040200
0.0071700 -0.0099800
0.0189900 -0.0159400
0.0357400 -0.0215600
0.0571900 -0.0266900
0.0830400 -0.0311100
0.1131100 -0.0345900
0.1473200 -0.0370300
0.1854400 -0.0384900
0.2271600 -0.0390300
0.2721100 -0.0387800
0.3198000 -0.0378100
0.3697400 -0.0362400
0.4213900 -0.0341700
0.4741900 -0.0317300
0.5275100 -0.0290400
0.5807000 -0.0262000
0.6331300 -0.0233200
0.6841600 -0.0204500
0.7331400 -0.0176600
0.7794800 -0.0149700
0.8226200 -0.0124100
0.8620500 -0.0100400
0.8972700 -0.0079000
0.9278200 -0.0059900
0.9533100 -0.0043200
0.9734100 -0.0028400
0.9879300 -0.0014800
0.9968900 -0.0004100
1.0000000 0.0000000
